# JMH version: 1.37
# VM version: JDK 21.0.5, OpenJDK 64-Bit Server VM, 21.0.5+11-LTS
# VM invoker: /home/rafael/.sdkman/candidates/java/21.0.5-amzn/bin/java
# VM options: <none>
# Blackhole mode: compiler (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: org.sample.ECDSABenchmark.benchmarkKeyGeneration

# Run progress: 0.00% complete, ETA 02:05:00
# Fork: 1 of 5
# Warmup Iteration   1: ≈ 10⁻⁵ ops/ns
# Warmup Iteration   2: ≈ 10⁻⁵ ops/ns
# Warmup Iteration   3: ≈ 10⁻⁵ ops/ns
# Warmup Iteration   4: ≈ 10⁻⁵ ops/ns
# Warmup Iteration   5: ≈ 10⁻⁵ ops/ns
# Warmup Iteration   1: 448574.289 ns/op
# Warmup Iteration   2: 423862.307 ns/op
# Warmup Iteration   3: 426903.868 ns/op
# Warmup Iteration   4: 426450.400 ns/op
# Warmup Iteration   5: 424598.701 ns/op
Iteration   1: 423814.352 ns/op
Iteration   2: 428733.466 ns/op
Iteration   3: 424863.486 ns/op
Iteration   4: 425352.736 ns/op
Iteration   5: 423445.007 ns/op

# Run progress: 50.67% complete, ETA 01:01:47
# Fork: 4 of 5
# Warmup Iteration   1: 454717.163 ns/op
# Warmup Iteration   2: 430564.922 ns/op
# Warmup Iteration   3: 430085.100 ns/op
# Warmup Iteration   4: 431702.247 ns/op
# Warmup Iteration   5: 431712.964 ns/op
Iteration   1: 431844.396 ns/op
Iteration   2: 428349.372 ns/op
Iteration   3: 431000.489 ns/op
Iteration   4: 431620.246 ns/op
Iteration   5: 432449.227 ns/op

# Run progress: 52.00% complete, ETA 01:00:07
# Fork: 5 of 5
# Warmup Iteration   1: 459502.139 ns/op
# Warmup Iteration   2: 434015.985 ns/op
# Warmup Iteration   3: 432711.655 ns/op
# Warmup Iteration   4: 431054.319 ns/op
# Warmup Iteration   5: 432242.622 ns/op
Iteration   1: 436397.812 ns/op
Iteration   2: 431780.226 ns/op
Iteration   3: 433123.600 ns/op
Iteration   4: 432101.556 ns/op
Iteration   5: 430927.742 ns/op


Result "org.sample.ECDSABenchmark.benchmarkVerification":
  430824.939 ±(99.9%) 4657.500 ns/op [Average]
  (min, avg, max) = (423445.007, 430824.939, 446659.764), stdev = 6217.629
  CI (99.9%): [426167.439, 435482.439] (assumes normal distribution)


# JMH version: 1.37
# VM version: JDK 21.0.5, OpenJDK 64-Bit Server VM, 21.0.5+11-LTS
# VM invoker: /home/rafael/.sdkman/candidates/java/21.0.5-amzn/bin/java
# VM options: <none>
# Blackhole mode: compiler (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: org.sample.ECDSABenchmark.measureCpuUsage

# Run progress: 53.33% complete, ETA 00:58:27
# Fork: 1 of 5
# Warmup Iteration   1: 3318.084 ns/op
# Warmup Iteration   2: 2110.207 ns/op
# Warmup Iteration   3: 1978.299 ns/op
# Warmup Iteration   4: 1866.264 ns/op
# Warmup Iteration   5: 1854.681 ns/op
Iteration   1: 1833.573 ns/op
Iteration   2: 1854.501 ns/op
Iteration   3: 1809.573 ns/op
Iteration   4: 1802.049 ns/op
Iteration   5: 1816.278 ns/op

# Run progress: 54.67% complete, ETA 00:56:47
# Fork: 2 of 5
# Warmup Iteration   1: 3094.828 ns/op
# Warmup Iteration   2: 2082.775 ns/op
# Warmup Iteration   3: 1959.345 ns/op
# Warmup Iteration   4: 1922.142 ns/op
# Warmup Iteration   5: 1849.892 ns/op
Iteration   1: 1852.092 ns/op
Iteration   2: 1875.258 ns/op
Iteration   3: 1848.883 ns/op
Iteration   4: 1879.880 ns/op
Iteration   5: 1943.091 ns/op

# Run progress: 56.00% complete, ETA 00:55:06
# Fork: 3 of 5
# Warmup Iteration   1: 3263.855 ns/op
# Warmup Iteration   2: 2122.565 ns/op
# Warmup Iteration   3: 1958.945 ns/op
# Warmup Iteration   4: 1902.956 ns/op
# Warmup Iteration   5: 1870.089 ns/op
Iteration   1: 1867.396 ns/op
Iteration   2: 1856.953 ns/op
Iteration   3: 1839.753 ns/op
Iteration   4: 1847.789 ns/op
Iteration   5: 1853.817 ns/op

# Run progress: 57.33% complete, ETA 00:53:26
# Fork: 4 of 5
# Warmup Iteration   1: 3172.773 ns/op
# Warmup Iteration   2: 2071.916 ns/op
# Warmup Iteration   3: 1952.935 ns/op
# Warmup Iteration   4: 1874.074 ns/op
# Warmup Iteration   5: 1832.396 ns/op
Iteration   1: 1801.321 ns/op
Iteration   2: 1954.274 ns/op
Iteration   3: 1842.096 ns/op
Iteration   4: 1837.553 ns/op
Iteration   5: 1857.635 ns/op

# Run progress: 58.67% complete, ETA 00:51:46
# Fork: 5 of 5
# Warmup Iteration   1: 2987.592 ns/op
# Warmup Iteration   2: 2064.866 ns/op
# Warmup Iteration   3: 1934.220 ns/op
# Warmup Iteration   4: 1868.801 ns/op
# Warmup Iteration   5: 1845.723 ns/op
Iteration   1: 1821.163 ns/op
Iteration   2: 1777.962 ns/op
Iteration   3: 1779.030 ns/op
Iteration   4: 1813.875 ns/op
Iteration   5: 1862.428 ns/op


Result "org.sample.ECDSABenchmark.measureCpuUsage":
  1845.129 ±(99.9%) 31.142 ns/op [Average]
  (min, avg, max) = (1777.962, 1845.129, 1954.274), stdev = 41.574
  CI (99.9%): [1813.987, 1876.271] (assumes normal distribution)


# JMH version: 1.37
# VM version: JDK 21.0.5, OpenJDK 64-Bit Server VM, 21.0.5+11-LTS
# VM invoker: /home/rafael/.sdkman/candidates/java/21.0.5-amzn/bin/java
# VM options: <none>
# Blackhole mode: compiler (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: org.sample.ECDSABenchmark.measureMemoryUsage

# Run progress: 60.00% complete, ETA 00:50:06
# Fork: 1 of 5
# Warmup Iteration   1: 3221.738 ns/op
# Warmup Iteration   2: 2237.176 ns/op
# Warmup Iteration   3: 2067.849 ns/op
# Warmup Iteration   4: 1979.742 ns/op
# Warmup Iteration   5: 1991.965 ns/op
Iteration   1: 2009.958 ns/op
Iteration   2: 1952.358 ns/op
Iteration   3: 1973.083 ns/op
Iteration   4: 1934.908 ns/op
Iteration   5: 1951.314 ns/op

# Run progress: 61.33% complete, ETA 00:48:26
# Fork: 2 of 5
# Warmup Iteration   1: 3209.139 ns/op
# Warmup Iteration   2: 2211.940 ns/op
# Warmup Iteration   3: 2103.420 ns/op
# Warmup Iteration   4: 1962.359 ns/op
# Warmup Iteration   5: 1956.352 ns/op
Iteration   1: 1935.962 ns/op
Iteration   2: 2006.820 ns/op
Iteration   3: 1971.090 ns/op
Iteration   4: 1978.652 ns/op
Iteration   5: 1963.982 ns/op

# Run progress: 62.67% complete, ETA 00:46:45
# Fork: 3 of 5
# Warmup Iteration   1: 3103.043 ns/op
# Warmup Iteration   2: 2158.606 ns/op
# Warmup Iteration   3: 2074.428 ns/op
# Warmup Iteration   4: 2011.247 ns/op
# Warmup Iteration   5: 2046.150 ns/op
Iteration   1: 1996.011 ns/op
Iteration   2: 2031.241 ns/op
Iteration   3: 1947.579 ns/op
Iteration   4: 1961.193 ns/op
Iteration   5: 2064.267 ns/op

# Run progress: 64.00% complete, ETA 00:45:05
# Fork: 4 of 5
# Warmup Iteration   1: 3241.631 ns/op
# Warmup Iteration   2: 2192.286 ns/op
# Warmup Iteration   3: 1992.376 ns/op
# Warmup Iteration   4: 1960.944 ns/op
# Warmup Iteration   5: 1951.598 ns/op
Iteration   1: 1954.579 ns/op
Iteration   2: 1892.806 ns/op
Iteration   3: 1927.741 ns/op
Iteration   4: 1982.453 ns/op
Iteration   5: 1920.564 ns/op

# Run progress: 65.33% complete, ETA 00:43:25
# Fork: 5 of 5
# Warmup Iteration   1: 3178.845 ns/op
# Warmup Iteration   2: 2174.467 ns/op
# Warmup Iteration   3: 2081.058 ns/op
# Warmup Iteration   4: 2006.826 ns/op
# Warmup Iteration   5: 1933.899 ns/op
Iteration   1: 2014.454 ns/op
Iteration   2: 1981.824 ns/op
Iteration   3: 1948.963 ns/op
Iteration   4: 1951.685 ns/op
Iteration   5: 1923.938 ns/op


Result "org.sample.ECDSABenchmark.measureMemoryUsage":
  1967.097 ±(99.9%) 28.771 ns/op [Average]
  (min, avg, max) = (1892.806, 1967.097, 2064.267), stdev = 38.408
  CI (99.9%): [1938.326, 1995.868] (assumes normal distribution)


# JMH version: 1.37
# VM version: JDK 21.0.5, OpenJDK 64-Bit Server VM, 21.0.5+11-LTS
# VM invoker: /home/rafael/.sdkman/candidates/java/21.0.5-amzn/bin/java
# VM options: <none>
# Blackhole mode: compiler (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Sampling time
# Benchmark: org.sample.ECDSABenchmark.benchmarkKeyGeneration

# Run progress: 66.67% complete, ETA 00:41:45
# Fork: 1 of 5
# Warmup Iteration   1: 60823.479 ±(99.9%) 1009.447 ns/op
# Warmup Iteration   2: 56609.100 ±(99.9%) 623.287 ns/op
# Warmup Iteration   3: 56424.309 ±(99.9%) 637.704 ns/op
# Warmup Iteration   4: 56519.204 ±(99.9%) 622.220 ns/op
# Warmup Iteration   5: 56690.950 ±(99.9%) 678.759 ns/op
Iteration   1: 56665.514 ±(99.9%) 684.456 ns/op
                 p0.00:   49856.000 ns/op
                 p0.50:   53824.000 ns/op
                 p0.90:   58304.000 ns/op
                 p0.95:   65920.000 ns/op
                 p0.99:   100532.480 ns/op
                 p0.999:  222651.648 ns/op
                 p0.9999: 1630886.093 ns/op
                 p1.00:   1748992.000 ns/op

Iteration   2: 56556.207 ±(99.9%) 604.416 ns/op
                 p0.00:   49216.000 ns/op
                 p0.50:   53824.000 ns/op
                 p0.90:   58240.000 ns/op
                 p0.95:   66048.000 ns/op
                 p0.99:   102785.280 ns/op
                 p0.999:  204162.304 ns/op
                 p0.9999: 1610240.205 ns/op
                 p1.00:   1626112.000 ns/op

Iteration   3: 56371.249 ±(99.9%) 562.821 ns/op
                 p0.00:   49600.000 ns/op
                 p0.50:   53824.000 ns/op
                 p0.90:   58048.000 ns/op
                 p0.95:   65536.000 ns/op
                 p0.99:   105264.640 ns/op
                 p0.999:  191824.384 ns/op
                 p0.9999: 1519065.907 ns/op
                 p1.00:   1525760.000 ns/op

Iteration   4: 56447.589 ±(99.9%) 585.590 ns/op
                 p0.00:   49600.000 ns/op
                 p0.50:   53824.000 ns/op
                 p0.90:   58176.000 ns/op
                 p0.95:   65664.000 ns/op
                 p0.99:   103262.720 ns/op
                 p0.999:  202218.496 ns/op
                 p0.9999: 1571078.554 ns/op
                 p1.00:   2021376.000 ns/op

Iteration   5: 56552.434 ±(99.9%) 531.666 ns/op
                 p0.00:   49664.000 ns/op
                 p0.50:   53824.000 ns/op
                 p0.90:   58944.000 ns/op
                 p0.95:   66304.000 ns/op
                 p0.99:   109221.120 ns/op
                 p0.999:  202409.216 ns/op
                 p0.9999: 1575978.803 ns/op
                 p1.00:   1619968.000 ns/op


# Run progress: 68.00% complete, ETA 00:40:04
# Fork: 2 of 5
# Warmup Iteration   1: 60439.276 ±(99.9%) 803.826 ns/op
# Warmup Iteration   2: 56463.976 ±(99.9%) 640.267 ns/op
# Warmup Iteration   3: 56160.474 ±(99.9%) 637.536 ns/op
# Warmup Iteration   4: 55902.060 ±(99.9%) 570.874 ns/op
# Warmup Iteration   5: 56180.942 ±(99.9%) 696.082 ns/op
Iteration   1: 56530.482 ±(99.9%) 676.197 ns/op
                 p0.00:   49408.000 ns/op
                 p0.50:   53760.000 ns/op
                 p0.90:   58432.000 ns/op
                 p0.95:   66176.000 ns/op
                 p0.99:   97536.000 ns/op
                 p0.999:  205839.616 ns/op
                 p0.9999: 1825846.272 ns/op
                 p1.00:   2052096.000 ns/op

Iteration   2: 56627.318 ±(99.9%) 1041.429 ns/op
                 p0.00:   49600.000 ns/op
                 p0.50:   53568.000 ns/op
                 p0.90:   57984.000 ns/op
                 p0.95:   65536.000 ns/op
                 p0.99:   104980.480 ns/op
                 p0.999:  233868.288 ns/op
                 p0.9999: 1613889.536 ns/op
                 p1.00:   6864896.000 ns/op

Iteration   3: 56581.213 ±(99.9%) 948.553 ns/op
                 p0.00:   49664.000 ns/op
                 p0.50:   53568.000 ns/op
                 p0.90:   57856.000 ns/op
                 p0.95:   65536.000 ns/op
                 p0.99:   105364.480 ns/op
                 p0.999:  232996.864 ns/op
                 p0.9999: 1621021.491 ns/op
                 p1.00:   5914624.000 ns/op

Iteration   4: 56627.958 ±(99.9%) 737.799 ns/op
                 p0.00:   49408.000 ns/op
                 p0.50:   53568.000 ns/op
                 p0.90:   57792.000 ns/op
                 p0.95:   65408.000 ns/op
                 p0.99:   110275.840 ns/op
                 p0.999:  246669.568 ns/op
                 p0.9999: 1858102.272 ns/op
                 p1.00:   1980416.000 ns/op

Iteration   5: 56200.328 ±(99.9%) 584.663 ns/op
                 p0.00:   49472.000 ns/op
                 p0.50:   53568.000 ns/op
                 p0.90:   57664.000 ns/op
                 p0.95:   64960.000 ns/op
                 p0.99:   108800.000 ns/op
                 p0.999:  211847.168 ns/op
                 p0.9999: 1604635.853 ns/op
                 p1.00:   1857536.000 ns/op


# Run progress: 69.33% complete, ETA 00:38:24
# Fork: 3 of 5
# Warmup Iteration   1: 60995.908 ±(99.9%) 857.599 ns/op
# Warmup Iteration   2: 57004.529 ±(99.9%) 382.167 ns/op
# Warmup Iteration   3: 56856.809 ±(99.9%) 385.764 ns/op
# Warmup Iteration   4: 59498.213 ±(99.9%) 856.662 ns/op
# Warmup Iteration   5: 58500.981 ±(99.9%) 533.895 ns/op
Iteration   1: 59338.876 ±(99.9%) 906.871 ns/op
                 p0.00:   50752.000 ns/op
                 p0.50:   55360.000 ns/op
                 p0.90:   61184.000 ns/op
                 p0.95:   71168.000 ns/op
                 p0.99:   109312.000 ns/op
                 p0.999:  854259.712 ns/op
                 p0.9999: 1601534.771 ns/op
                 p1.00:   1804288.000 ns/op

Iteration   2: 58104.986 ±(99.9%) 424.337 ns/op
                 p0.00:   51008.000 ns/op
                 p0.50:   55936.000 ns/op
                 p0.90:   60032.000 ns/op
                 p0.95:   68864.000 ns/op
                 p0.99:   107904.000 ns/op
                 p0.999:  229978.112 ns/op
                 p0.9999: 1350753.280 ns/op
                 p1.00:   1472512.000 ns/op

Iteration   3: 56999.594 ±(99.9%) 306.706 ns/op
                 p0.00:   50752.000 ns/op
                 p0.50:   55360.000 ns/op
                 p0.90:   58688.000 ns/op
                 p0.95:   65024.000 ns/op
                 p0.99:   91824.640 ns/op
                 p0.999:  171486.464 ns/op
                 p0.9999: 659002.163 ns/op
                 p1.00:   1576960.000 ns/op

Iteration   4: 57123.117 ±(99.9%) 436.768 ns/op
                 p0.00:   50624.000 ns/op
                 p0.50:   55168.000 ns/op
                 p0.90:   58624.000 ns/op
                 p0.95:   65385.600 ns/op
                 p0.99:   93994.240 ns/op
                 p0.999:  181076.992 ns/op
                 p0.9999: 1430902.579 ns/op
                 p1.00:   1574912.000 ns/op

Iteration   5: 56815.883 ±(99.9%) 637.033 ns/op
                 p0.00:   49792.000 ns/op
                 p0.50:   53952.000 ns/op
                 p0.90:   58112.000 ns/op
                 p0.95:   65920.000 ns/op
                 p0.99:   107267.840 ns/op
                 p0.999:  234620.672 ns/op
                 p0.9999: 1650438.758 ns/op
                 p1.00:   1800192.000 ns/op


# Run progress: 70.67% complete, ETA 00:36:44
# Fork: 4 of 5
# Warmup Iteration   1: 60067.794 ±(99.9%) 930.058 ns/op
# Warmup Iteration   2: 56297.457 ±(99.9%) 559.421 ns/op
# Warmup Iteration   3: 55973.598 ±(99.9%) 607.028 ns/op
# Warmup Iteration   4: 56150.096 ±(99.9%) 692.619 ns/op
# Warmup Iteration   5: 56236.174 ±(99.9%) 629.498 ns/op
Iteration   1: 56223.517 ±(99.9%) 677.810 ns/op
                 p0.00:   49600.000 ns/op
                 p0.50:   53376.000 ns/op
                 p0.90:   57856.000 ns/op
                 p0.95:   65280.000 ns/op
                 p0.99:   97960.960 ns/op
                 p0.999:  245622.784 ns/op
                 p0.9999: 1668351.590 ns/op
                 p1.00:   1839104.000 ns/op

Iteration   2: 56227.376 ±(99.9%) 618.431 ns/op
                 p0.00:   49536.000 ns/op
                 p0.50:   53376.000 ns/op
                 p0.90:   58112.000 ns/op
                 p0.95:   65664.000 ns/op
                 p0.99:   103070.720 ns/op
                 p0.999:  236527.616 ns/op
                 p0.9999: 1505465.139 ns/op
                 p1.00:   1677312.000 ns/op

Iteration   3: 56145.120 ±(99.9%) 636.194 ns/op
                 p0.00:   49472.000 ns/op
                 p0.50:   53312.000 ns/op
                 p0.90:   57728.000 ns/op
                 p0.95:   65491.200 ns/op
                 p0.99:   109086.720 ns/op
                 p0.999:  234845.696 ns/op
                 p0.9999: 1595687.322 ns/op
                 p1.00:   1824768.000 ns/op

Iteration   4: 56146.968 ±(99.9%) 659.366 ns/op
                 p0.00:   49408.000 ns/op
                 p0.50:   53312.000 ns/op
                 p0.90:   57728.000 ns/op
                 p0.95:   65408.000 ns/op
                 p0.99:   106923.520 ns/op
                 p0.999:  225714.688 ns/op
                 p0.9999: 1683938.099 ns/op
                 p1.00:   1734656.000 ns/op

Iteration   5: 56198.749 ±(99.9%) 627.070 ns/op
                 p0.00:   49408.000 ns/op
                 p0.50:   53376.000 ns/op
                 p0.90:   58176.000 ns/op
                 p0.95:   65664.000 ns/op
                 p0.99:   107520.000 ns/op
                 p0.999:  227931.904 ns/op
                 p0.9999: 1713482.957 ns/op
                 p1.00:   1890304.000 ns/op


# Run progress: 72.00% complete, ETA 00:35:04
# Fork: 5 of 5
# Warmup Iteration   1: 60024.339 ±(99.9%) 907.629 ns/op
# Warmup Iteration   2: 55676.512 ±(99.9%) 499.174 ns/op
# Warmup Iteration   3: 55800.141 ±(99.9%) 621.876 ns/op
# Warmup Iteration   4: 55603.864 ±(99.9%) 592.595 ns/op
# Warmup Iteration   5: 55765.910 ±(99.9%) 643.020 ns/op
Iteration   1: 55561.558 ±(99.9%) 532.047 ns/op
                 p0.00:   49088.000 ns/op
                 p0.50:   52992.000 ns/op
                 p0.90:   57344.000 ns/op
                 p0.95:   64512.000 ns/op
                 p0.99:   98787.840 ns/op
                 p0.999:  221782.016 ns/op
                 p0.9999: 1389010.534 ns/op
                 p1.00:   1761280.000 ns/op

Iteration   2: 55794.067 ±(99.9%) 572.284 ns/op
                 p0.00:   49408.000 ns/op
                 p0.50:   53056.000 ns/op
                 p0.90:   57216.000 ns/op
                 p0.95:   64384.000 ns/op
                 p0.99:   106807.040 ns/op
                 p0.999:  222471.424 ns/op
                 p0.9999: 1442014.618 ns/op
                 p1.00:   1581056.000 ns/op

Iteration   3: 55559.296 ±(99.9%) 578.795 ns/op
                 p0.00:   49408.000 ns/op
                 p0.50:   52928.000 ns/op
                 p0.90:   57216.000 ns/op
                 p0.95:   64000.000 ns/op
                 p0.99:   104852.480 ns/op
                 p0.999:  219455.488 ns/op
                 p0.9999: 1431552.000 ns/op
                 p1.00:   1507328.000 ns/op

Iteration   4: 55765.433 ±(99.9%) 606.681 ns/op
                 p0.00:   49344.000 ns/op
                 p0.50:   52992.000 ns/op
                 p0.90:   57280.000 ns/op
                 p0.95:   64464.000 ns/op
                 p0.99:   104012.800 ns/op
                 p0.999:  227645.440 ns/op
                 p0.9999: 1506479.104 ns/op
                 p1.00:   1683456.000 ns/op

Iteration   5: 56189.681 ±(99.9%) 670.087 ns/op
                 p0.00:   49536.000 ns/op
                 p0.50:   53120.000 ns/op
                 p0.90:   58240.000 ns/op
                 p0.95:   65408.000 ns/op
                 p0.99:   107315.200 ns/op
                 p0.999:  210168.320 ns/op
                 p0.9999: 1687490.560 ns/op
                 p1.00:   1794048.000 ns/op



Result "org.sample.ECDSABenchmark.benchmarkKeyGeneration":
  N = 685919
  mean =  56525.603 ±(99.9%) 130.411 ns/op

  Histogram, ns/op:
    [      0.000,  500000.000) = 685627 
    [ 500000.000, 1000000.000) = 2 
    [1000000.000, 1500000.000) = 183 
    [1500000.000, 2000000.000) = 103 
    [2000000.000, 2500000.000) = 2 
    [2500000.000, 3000000.000) = 0 
    [3000000.000, 3500000.000) = 0 
    [3500000.000, 4000000.000) = 0 
    [4000000.000, 4500000.000) = 0 
    [4500000.000, 5000000.000) = 0 
    [5000000.000, 5500000.000) = 0 
    [5500000.000, 6000000.000) = 1 
    [6000000.000, 6500000.000) = 0 

  Percentiles, ns/op:
      p(0.0000) =  49088.000 ns/op
     p(50.0000) =  53760.000 ns/op
     p(90.0000) =  58368.000 ns/op
     p(95.0000) =  65664.000 ns/op
     p(99.0000) = 103936.000 ns/op
     p(99.9000) = 221460.480 ns/op
     p(99.9900) = 1564672.000 ns/op
     p(99.9990) = 1901261.619 ns/op
     p(99.9999) = 6864896.000 ns/op
    p(100.0000) = 6864896.000 ns/op


# JMH version: 1.37
# VM version: JDK 21.0.5, OpenJDK 64-Bit Server VM, 21.0.5+11-LTS
# VM invoker: /home/rafael/.sdkman/candidates/java/21.0.5-amzn/bin/java
# VM options: <none>
# Blackhole mode: compiler (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Sampling time
# Benchmark: org.sample.ECDSABenchmark.benchmarkSigning

# Run progress: 73.33% complete, ETA 00:33:24
# Fork: 1 of 5
# Warmup Iteration   1: 258175.878 ±(99.9%) 3035.033 ns/op
# Warmup Iteration   2: 250189.547 ±(99.9%) 2427.132 ns/op
# Warmup Iteration   3: 251019.745 ±(99.9%) 2473.561 ns/op
# Warmup Iteration   4: 250937.696 ±(99.9%) 2536.209 ns/op
# Warmup Iteration   5: 249743.788 ±(99.9%) 2412.592 ns/op
Iteration   1: 250474.081 ±(99.9%) 2516.398 ns/op
                 p0.00:   216832.000 ns/op
                 p0.50:   233216.000 ns/op
                 p0.90:   266291.200 ns/op
                 p0.95:   301568.000 ns/op
                 p0.99:   453329.920 ns/op
                 p0.999:  1797828.608 ns/op
                 p0.9999: 2046385.152 ns/op
                 p1.00:   2070528.000 ns/op

Iteration   2: 251126.674 ±(99.9%) 2603.133 ns/op
                 p0.00:   217856.000 ns/op
                 p0.50:   233216.000 ns/op
                 p0.90:   267264.000 ns/op
                 p0.95:   304640.000 ns/op
                 p0.99:   459182.080 ns/op
                 p0.999:  1831665.664 ns/op
                 p0.9999: 2467640.115 ns/op
                 p1.00:   3485696.000 ns/op

Iteration   3: 249969.283 ±(99.9%) 2498.915 ns/op
                 p0.00:   216576.000 ns/op
                 p0.50:   232704.000 ns/op
                 p0.90:   267776.000 ns/op
                 p0.95:   304128.000 ns/op
                 p0.99:   449105.920 ns/op
                 p0.999:  1796317.184 ns/op
                 p0.9999: 2018928.230 ns/op
                 p1.00:   2109440.000 ns/op

Iteration   4: 250239.033 ±(99.9%) 2515.037 ns/op
                 p0.00:   216064.000 ns/op
                 p0.50:   233728.000 ns/op
                 p0.90:   266240.000 ns/op
                 p0.95:   299008.000 ns/op
                 p0.99:   441538.560 ns/op
                 p0.999:  1825333.248 ns/op
                 p0.9999: 2089242.624 ns/op
                 p1.00:   2105344.000 ns/op

Iteration   5: 250031.857 ±(99.9%) 2622.396 ns/op
                 p0.00:   216832.000 ns/op
                 p0.50:   232960.000 ns/op
                 p0.90:   265216.000 ns/op
                 p0.95:   299520.000 ns/op
                 p0.99:   448000.000 ns/op
                 p0.999:  1929799.680 ns/op
                 p0.9999: 2437509.120 ns/op
                 p1.00:   2469888.000 ns/op


# Run progress: 74.67% complete, ETA 00:31:43
# Fork: 2 of 5
# Warmup Iteration   1: 258805.245 ±(99.9%) 3259.410 ns/op
# Warmup Iteration   2: 249722.906 ±(99.9%) 2478.062 ns/op
# Warmup Iteration   3: 249445.035 ±(99.9%) 2470.217 ns/op
# Warmup Iteration   4: 249342.088 ±(99.9%) 2513.436 ns/op
# Warmup Iteration   5: 249531.804 ±(99.9%) 2449.803 ns/op
Iteration   1: 249849.746 ±(99.9%) 2453.967 ns/op
                 p0.00:   217600.000 ns/op
                 p0.50:   233216.000 ns/op
                 p0.90:   266752.000 ns/op
                 p0.95:   300032.000 ns/op
                 p0.99:   443965.440 ns/op
                 p0.999:  1819541.504 ns/op
                 p0.9999: 2087043.072 ns/op
                 p1.00:   2240512.000 ns/op

Iteration   2: 249084.916 ±(99.9%) 2432.224 ns/op
                 p0.00:   216832.000 ns/op
                 p0.50:   233216.000 ns/op
                 p0.90:   266240.000 ns/op
                 p0.95:   296960.000 ns/op
                 p0.99:   431979.520 ns/op
                 p0.999:  1845248.000 ns/op
                 p0.9999: 2100060.365 ns/op
                 p1.00:   2150400.000 ns/op

Iteration   3: 250289.385 ±(99.9%) 2599.214 ns/op
                 p0.00:   216576.000 ns/op
                 p0.50:   233216.000 ns/op
                 p0.90:   265728.000 ns/op
                 p0.95:   297984.000 ns/op
                 p0.99:   452096.000 ns/op
                 p0.999:  1867984.896 ns/op
                 p0.9999: 2395457.126 ns/op
                 p1.00:   2531328.000 ns/op

Iteration   4: 250107.085 ±(99.9%) 2628.113 ns/op
                 p0.00:   216576.000 ns/op
                 p0.50:   232960.000 ns/op
                 p0.90:   265728.000 ns/op
                 p0.95:   299008.000 ns/op
                 p0.99:   457891.840 ns/op
                 p0.999:  1882451.968 ns/op
                 p0.9999: 2171553.382 ns/op
                 p1.00:   2392064.000 ns/op

Iteration   5: 251083.209 ±(99.9%) 2521.763 ns/op
                 p0.00:   216832.000 ns/op
                 p0.50:   233216.000 ns/op
                 p0.90:   269824.000 ns/op
                 p0.95:   307712.000 ns/op
                 p0.99:   450580.480 ns/op
                 p0.999:  1822740.480 ns/op
                 p0.9999: 2183050.445 ns/op
                 p1.00:   2842624.000 ns/op


# Run progress: 76.00% complete, ETA 00:30:03
# Fork: 3 of 5
# Warmup Iteration   1: 260712.460 ±(99.9%) 3372.869 ns/op
# Warmup Iteration   2: 252074.946 ±(99.9%) 2515.231 ns/op
# Warmup Iteration   3: 250352.574 ±(99.9%) 2611.346 ns/op
# Warmup Iteration   4: 249697.490 ±(99.9%) 2423.476 ns/op
# Warmup Iteration   5: 249776.897 ±(99.9%) 2539.428 ns/op
Iteration   1: 250431.143 ±(99.9%) 2467.223 ns/op
                 p0.00:   216832.000 ns/op
                 p0.50:   233728.000 ns/op
                 p0.90:   269824.000 ns/op
                 p0.95:   304640.000 ns/op
                 p0.99:   441815.040 ns/op
                 p0.999:  1847066.624 ns/op
                 p0.9999: 2093813.760 ns/op
                 p1.00:   2134016.000 ns/op

Iteration   2: 250412.340 ±(99.9%) 2506.861 ns/op
                 p0.00:   216576.000 ns/op
                 p0.50:   233984.000 ns/op
                 p0.90:   267776.000 ns/op
                 p0.95:   300288.000 ns/op
                 p0.99:   426444.800 ns/op
                 p0.999:  1837056.000 ns/op
                 p0.9999: 2172211.200 ns/op
